	AS1	AS2	AS3	AS4	BS1	BS2	BS3	BS4	BS5	DM1	DM2	FD1	FD2	FD3	FD4	FD5	FD6	FD7	FD8	FG1	FG2	FG3	FG4	FG5	FG6	RE1	RE2	RE3	RE4	RE5	RE6	RE7	RE8	RF1	RF2	RF3	RF4	LO1	LO2	LO3	LO4	LO5	LO6	LO7	RM1	RM2	RM3	RM4	RM5	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	CP1	CP2	CP3	BF1	BF2	BF3	BF4
428	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
429	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
430	1	3	2	0	0	0	0	0	3	0	3	3	2	2	2	0	2	0	0	2	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
431	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
432	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
433	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
434	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
435	1	3	2	0	0	2	3	2	1	0	3	3	2	2	2	0	2	0	0	2	1	1	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
436	1	2	0	2	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	2	3	3	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA
437	3	3	1	2	1	1	1	1	0	1	3	1	1	1	1	1	1	2	1	0	1	1	0	1	2	0	1	1	2	1	1	1	0	1	1	1	2	1	1	2	2	1	1	0	1	1	1	3	1	0	0	1	1	1	3	0	0	0	2	2	0	1	2	1
438	1	3	2	0	0	3	0	1	0	0	3	3	2	2	2	0	2	0	0	2	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
439	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	2	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
440	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	2	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
441	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
442	1	3	2	0	0	2	3	2	1	0	3	3	2	2	2	0	2	0	0	2	1	1	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
443	1	3	2	0	0	0	0	0	3	0	3	3	2	2	2	0	2	0	0	2	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
444	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
445	1	3	2	0	0	0	0	0	3	0	3	3	2	2	2	0	0	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
446	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
447	1	3	2	0	0	0	0	0	3	0	3	3	2	3	2	0	0	0	0	2	2	2	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
448	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	3	0	0	0	1	0	0	3	0	0	0	0	1	0	3	0	0	0	3	2	0	3	0	0
449	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
450	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
451	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	2	3	0	0	0	1	2
452	1	3	2	0	0	1	1	2	3	0	3	3	2	2	2	0	2	0	1	2	1	2	2	0	1	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	2	3	0	0	0	1	2
453	0	3	2	0	0	0	3	0	0	0	3	0	3	3	3	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	3	1	0	0	0	3	0
454	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
455	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
456	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
457	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
458	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
459	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	3	0	0	0	1	0	0	3	0	0	0	0	1	0	3	0	0	0	3	2	0	3	0	0
460	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
461	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
462	1	2	0	0	0	0	0	3	0	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
463	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
464	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
465	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
466	1	2	0	0	0	0	0	3	0	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
467	1	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
468	1	2	0	0	0	0	0	0	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
469	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
470	3	3	0	0	3	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	1	1	1	1	0	0	0	3	0	0	0	0	2	0	3	0	0	0	1	0	0	3	0	0	0	3	2	0	0	3	0
471	3	3	3	0	0	1	3	0	0	3	1	1	1	0	1	0	0	1	3	1	0	0	0	3	3	0	0	0	3	1	1	0	0	1	0	1	2	0	0	2	3	0	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	3	0
472	3	3	3	0	0	1	3	0	0	3	1	1	1	0	1	0	0	1	3	1	0	0	0	3	3	0	0	0	3	1	1	0	0	1	0	1	2	0	0	2	3	0	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	3	0
473	1	3	0	0	0	0	0	3	0	0	3	1	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	3	1	0	0	0	3	0
474	1	3	0	0	0	0	0	3	0	0	3	1	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	3	1	0	0	0	3	0
475	3	3	1	0	0	0	0	3	0	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
476	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
477	3	3	1	0	0	0	0	3	0	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
478	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
479	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
480	3	3	0	0	3	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	1	1	1	1	0	0	0	3	0	0	0	0	2	0	3	0	0	0	1	0	0	3	0	0	0	3	2	0	0	3	0
481	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
482	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
483	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
484	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
485	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
486	3	3	1	0	0	0	3	0	0	0	3	2	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
487	3	3	2	0	0	0	0	3	0	0	3	0	0	1	0	1	0	0	1	2	2	0	0	0	2	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
488	3	3	1	0	0	0	0	3	0	0	3	1	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
489	3	3	1	0	0	0	0	3	0	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
490	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
491	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
492	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
493	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
494	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
495	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
496	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
497	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
498	3	3	1	0	0	0	0	3	0	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
499	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
500	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
501	3	3	0	0	0	0	3	0	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	0	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
502	3	3	1	0	0	0	0	3	0	0	3	1	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
503	3	3	1	0	0	0	0	3	1	0	3	1	1	3	0	1	0	0	1	1	3	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
504	0	3	0	0	0	0	3	0	0	1	3	0	0	0	0	0	1	1	3	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	2	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
505	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
506	3	3	1	0	0	0	0	3	0	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
507	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
508	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
509	3	3	1	0	0	0	1	3	1	1	3	1	1	3	0	1	1	1	1	1	3	0	0	0	1	0	1	0	3	3	0	0	0	1	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
510	3	3	1	0	0	0	1	3	1	1	3	1	1	3	0	1	1	1	1	1	3	0	0	0	1	0	1	0	3	3	0	0	0	1	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
511	3	3	1	0	0	0	1	3	1	1	3	1	1	3	0	1	1	1	1	1	3	0	0	0	1	0	1	0	3	3	0	0	0	1	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
512	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
513	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
514	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
515	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
516	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
517	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
518	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
519	1	3	2	0	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	0	1	0	2	1	0	0	1	1	0	3	0	3	1	1	1	1	0	0	0	2	2	1	0	0	2	1
520	1	3	2	0	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	0	1	0	2	1	0	0	1	1	0	3	0	3	1	1	1	1	0	0	0	2	2	1	0	0	2	1
521	1	3	2	0	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	0	1	0	2	1	0	0	1	1	0	3	0	3	1	1	1	1	0	0	0	2	2	1	0	0	2	1
522	3	3	0	0	0	0	3	0	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	0	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
523	3	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	2	0	1	0	0	1	2	1	1	0	0	3	1
524	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	3	2	1	2	2	0	3	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
525	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	2	3	0	0	0	1	2
526	1	3	2	0	0	3	0	1	0	0	3	3	2	2	2	0	2	0	0	2	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
527	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	2	3	0	0	0	1	2
528	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	2	3	0	0	0	1	2
529	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	2	3	0	0	0	1	2
530	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	2	3	0	0	0	1	2
531	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
532	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
