	Axis.1	Axis.2	Axis.3	Axis.4	Axis.5	Axis.6	Axis.7	Axis.8	Axis.9	Axis.10	Axis.11	Axis.12	Axis.13	Axis.14	Axis.15	Axis.16	Axis.17	Axis.18	Axis.19	Axis.20	Axis.21	Axis.22	Axis.23	Axis.24	Axis.25	Axis.26	Axis.27	Axis.28	Axis.29	Axis.30	Axis.31	Axis.32	Axis.33	Axis.34	Axis.35	Axis.36	Axis.37	Axis.38	Axis.39	Axis.40	Axis.41	Axis.42	Axis.43	Axis.44	Axis.45	Axis.46	Axis.47	Axis.48	Axis.49	Axis.50	Axis.51	Axis.52	Axis.53	Axis.54	Axis.55	Axis.56	Axis.57	Axis.58	Axis.59	Axis.60	Axis.61
RE6	-0.030540301	0.242160281	-0.461495149	-0.055015268	0.019926154	0.298794942	-0.332270507	-0.174920738	-0.130752004	-0.21582893	-0.088653409	-0.09521714	0.302830531	-0.232827574	-0.038005622	0.047091869	-0.132634328	0.290703022	0.033699697	-0.185887404	-0.085684107	0.107658483	-0.071705562	-0.021544155	-0.162573246	-0.032014801	-0.107556729	0.155841715	-0.05322892	0.067510066	-0.009387347	0.085827713	-0.054841431	0.089787544	0.008115126	0.063941949	-0.019737542	0.021505022	-0.021953479	0.022560823	-0.027091835	0.001171657	-0.016321858	0.002372409	-0.009774805	0.009420433	-0.027953012	0.024470503	-0.00955703	0.05040385	-0.004868132	0.001538633	0.014716734	0.016539819	-0.014223649	0.001185978	0.003756909	0.005509968	-0.004786848	-0.001315699	0.005120109
RE7	-0.34585698	-0.100832501	-0.473541724	0.152634391	-0.151049332	-0.011786853	-0.432724993	0.0161903	-0.145258091	-0.239223052	-0.237487686	-0.179217946	0.091245221	0.278724292	-0.057767793	-0.090713508	0.21205494	-0.000428463	0.006884994	-0.001003756	0.006692752	-0.181490409	-0.005874163	0.0137618	0.097474228	-0.121412293	-0.055801842	0.023392179	0.106679095	-0.058424785	0.056404221	-0.026403944	0.073406106	0.032674922	0.01057373	0.017407357	-0.050160967	0.022802753	0.007017376	-0.014193266	-0.004347448	-0.018613984	0.045097715	0.000320788	-0.009991422	-0.066541347	-0.003100591	-0.001042658	0.01611693	-0.015065262	-0.005233876	-0.01329128	0.066401456	0.007325478	0.005008433	-0.016165949	-0.016351506	5.96E-05	0.00545123	-0.01135431	-0.006015173
RE8	0.060998885	0.695516398	-0.078836136	-0.301339183	0.184165111	-0.076427791	0.106432868	-0.163341548	-0.190559561	0.118558841	-0.226890189	0.021048966	-0.082861039	0.0590254	0.175703183	0.031941181	0.098089741	0.121138753	0.090762758	0.13591028	0.148592241	-0.160957413	0.094799853	-0.04735453	0.13130597	0.012025036	0.085376659	0.096867837	-0.139061934	-0.01315236	-0.013141912	0.013390391	-0.007979199	0.073221421	0.054513727	0.081427385	-0.00949889	-0.014977916	0.03050346	-0.006206792	-0.01549162	0.017087636	0.035888283	0.007744882	0.066207877	-0.024732955	-0.000491826	0.00244567	0.015122181	0.041597815	0.02562918	-0.01932153	-0.040061972	-0.000311951	0.023907602	-0.025032174	0.000488614	-0.007349984	0.005802987	0.007560453	0.000268436
RF1	0.377281449	0.416273898	-0.179793464	-0.222280798	-0.119106448	0.300437515	-0.057220189	0.225880171	0.073154829	0.040426935	0.093315129	0.125817298	-0.190834655	0.116813158	-0.185093599	-0.064448064	-0.198941947	-0.072282009	0.126336852	-0.140585635	0.000676273	0.166075581	-0.065781084	0.322304586	0.236130844	0.041987553	-0.135727214	-0.033545997	0.045007942	0.051999456	0.028427452	-0.026903699	0.039792672	0.054050749	0.087300724	0.051024387	0.022696846	-0.069743389	-0.013298723	-0.008626587	-0.003587817	-0.005172624	0.003164888	0.03145311	-0.037987653	-0.008554737	-0.000380223	-0.003215689	-0.005399525	0.024920906	-0.0022725	0.009872758	-0.004704226	-0.003365953	0.012752396	-0.013099029	0.001834694	-0.014086342	-0.001497747	0.001622844	-0.001237092
RF2	-0.256804856	0.348695991	-0.434132127	-0.022965701	0.235816038	0.22079146	0.303276665	0.194416569	-0.074676615	-0.182673562	-0.37376874	0.012840421	-0.115632283	-0.047930281	0.068316797	-0.099789188	0.073694059	-0.058448606	-0.085595832	-0.158168784	-0.049202372	-0.032632467	-0.310733167	-0.088741595	-0.030630644	-0.028591315	0.005134382	-0.041976096	0.004623152	-0.027035087	-0.093053774	0.006453671	0.029024313	-0.011788139	0.008446512	0.016877576	-0.016778221	-0.024883479	0.04128656	0.003580081	-0.006056894	0.048460909	0.033929066	0.004098769	-0.035945669	-0.013145868	0.049269857	0.023959241	0.019969028	-0.025716485	-0.023601869	0.007726795	-0.044588391	-0.005606348	-0.040383538	0.009187627	-0.019490062	-0.017503077	-0.004306129	0.005918664	0.002616102
RF3	0.656622317	-0.129838779	-0.403952699	0.061835105	0.06594785	0.101717535	-0.023243019	0.015405664	-0.11731084	0.200285984	0.044219089	0.020830325	0.078721643	0.015308398	-0.320968378	0.02349466	0.021899939	-0.264644578	-0.121963169	-0.03481178	-0.138691525	-0.135923311	0.111148209	-0.167046591	-0.008755288	-0.029746927	0.058841951	0.024706295	-0.071517997	-0.009810204	0.015570839	-0.028486281	-0.060679903	-0.044898139	-0.027119077	0.006104434	-0.002831085	-0.05304236	-0.025988117	-0.028653015	-0.04484063	-0.028695423	-0.035331012	0.001270391	-0.066300844	0.023337337	-0.023556943	0.004345057	0.053192432	0.033257324	-0.016453303	-0.002075023	-0.013386068	0.014299831	-0.00784401	-0.044438008	0.00200907	-0.015302884	-0.007996145	-0.004760416	-0.006187452
RF4	-0.632059072	0.184061396	0.378362078	0.176678558	-0.161444525	-0.19112801	-0.207564895	-0.043127343	0.197638875	-0.127419629	0.033980509	-0.14676998	0.061766679	0.010587638	0.019572066	0.13235034	-0.021496855	0.214667429	-0.008821622	0.176103812	0.085872951	0.052872139	0.222789545	0.12834395	0.053758304	0.015116013	-0.004860823	-0.02455612	-0.026966366	-0.000747163	0.017472491	-0.017800444	-0.070406958	0.052037168	-0.041959701	-0.005249878	0.019323418	-0.035484761	-0.001438845	0.03585646	-0.008290698	-0.029346331	0.015630763	-0.032305969	-0.054922858	0.012679715	0.021670306	0.016374081	0.034472636	-0.025906773	-0.03848006	-0.029966414	-0.01644126	-0.019114233	-0.035862197	-6.38E-05	-0.013243593	-0.028098272	-0.015554611	0.000302225	0.008495488
LO1	-0.572516916	-0.1256537	-0.35498675	-0.113654251	-0.630864794	0.010339474	-0.069600963	-0.04818426	0.124871799	0.054092118	-0.026132949	0.031646366	-0.036043023	-0.090257528	0.095320961	0.074080873	0.01041662	0.010127133	0.030720776	0.054929008	0.008661432	-0.036319826	0.051562576	-0.006043042	-0.018417213	0.094097187	-0.001665414	-0.027391828	0.034849363	0.005327357	-0.031334014	-0.043308541	-0.000735433	-0.067938817	-0.034912223	0.02368384	0.077572753	0.012734227	0.042829259	-0.051960152	0.048937716	0.042200207	0.059310098	0.032946609	-0.062154416	0.005817427	-0.043032877	0.099135578	0.023355013	0.020480376	0.016326428	0.026438063	0.002033616	0.038030133	0.025303647	0.006686813	-0.002945443	0.004627752	0.01071078	0.005539467	0.007798741
LO2	0.11852134	-0.497555604	-0.636409985	0.104158147	0.063475692	0.021709349	-0.003779286	-0.080117961	-0.357061901	-0.014508449	-0.017390955	-0.004385096	-0.022458023	-0.183211997	-0.214318936	0.094305882	-0.012642228	-0.030655383	0.119230439	0.146441394	0.007464747	0.026605527	0.090677644	0.004628095	0.101895618	0.007528687	0.01308344	-0.084700972	0.019765145	0.018152416	-0.065578082	0.079638358	-0.02755118	0.064306079	-0.013604511	-0.040991936	0.012469883	-0.032396783	0.045637937	0.047876754	-0.006476019	0.002984189	0.029786961	0.003592109	-0.001069195	-0.040397005	0.011539253	0.035987661	-0.009099449	0.011718997	0.026529196	-0.021367776	0.010153007	-0.017165411	-0.019382771	0.020968191	-0.005358626	0.000518636	-0.018028626	0.01319146	-0.020865966
LO3	0.317289015	-0.2510516	-0.214942317	-0.55689227	-0.07959554	0.332552418	0.141071171	0.202125211	0.049668545	-0.068599644	0.049166889	0.039726353	0.250821679	0.019542937	0.027988535	-0.18141068	0.109592704	-0.079147742	-0.045818445	-0.028766777	0.126157743	0.063493006	0.063371094	-0.212115938	0.147392912	0.119499662	-0.149008957	0.115900574	-0.054090932	-0.028434422	-0.051125776	-0.038234863	-0.012043437	0.018139618	-0.01741234	-0.057534641	0.091564894	-0.0172587	-0.026899673	0.056027006	0.01764339	0.010164539	0.010217826	-0.040921478	0.03117319	0.015267186	0.030880109	0.012140428	-0.011864428	-0.008620431	-0.024750574	0.009381604	0.024131383	-0.011248206	0.028306067	0.000667541	-0.024660358	-0.000903439	-0.016486854	2.23E-05	0.009381983
LO4	-0.256080544	0.506905918	0.399901679	-0.074332184	-0.176602087	-0.212734477	-0.143141477	0.058108404	-0.072815206	0.051590257	0.259941072	-0.134911645	-0.123549911	-0.016443038	-0.272382047	-0.090469807	-0.002826157	0.145683579	-0.323690367	-0.104011239	-0.013465819	-0.054945685	-0.10939296	-0.01821465	-0.012657755	0.055580249	0.179155208	0.018560582	0.009154472	0.056946815	-0.026729158	-0.022807558	0.043305342	0.061583387	0.031916289	-0.024308522	-0.001043501	-0.038758156	-0.027826528	0.031753143	0.03095185	0.088860575	0.028750903	0.016550748	0.026420849	0.049125948	-0.004463833	0.028614957	-0.002101851	-0.003263553	0.036038485	-0.018802196	0.026236511	-0.010733125	0.006462839	-0.008011819	-0.006389269	-0.006098728	-0.013917171	-0.011483782	-0.007578384
LO5	-0.169274843	0.334825183	0.354080716	0.442592961	0.228295938	-0.062422233	-0.106067544	-0.017224212	0.466066998	0.155376178	-0.155993512	0.086563125	-0.085633706	-0.117553372	-0.049984813	-0.042868407	0.05146606	-0.140813615	-0.070636302	0.141760196	-0.041374377	-0.215354741	0.040549795	-0.005599572	0.040081593	0.045333293	-0.016003153	0.143655555	0.100508892	-0.021496889	0.042942384	0.062449897	0.083718627	0.076913533	-0.019758531	0.024975262	0.018663185	0.030001052	-0.054030505	0.053667065	-0.057175804	0.01221041	-0.007693747	0.000595647	-0.044692859	0.024004406	0.042044341	0.020601245	-0.037851927	0.033184507	-0.001449724	0.035859799	0.008882236	0.00530805	-0.007929592	0.009701365	-0.003520819	-0.004100737	0.003561135	0.014394553	-0.000472588
LO6	-0.023965255	0.721875115	-0.312870375	-0.082558775	-0.24869415	-0.075106792	0.240887033	-0.205766186	-0.082856082	-0.128611966	-0.009314277	-0.035361324	-0.012340221	0.162413154	0.094882137	-0.1112744	-0.053066303	0.037582719	0.10578493	-0.021537732	0.07704293	-0.14657175	0.033268876	-0.097592694	-0.018455348	-0.068472659	0.006134436	-0.043659187	0.030680599	0.039961796	-0.012372833	0.152664553	-0.008599364	-0.02971268	0.107135677	-0.054721768	0.07269133	-0.012838245	-0.034784108	0.059108465	0.055798963	-0.068843772	-0.001799822	0.050866965	-0.062205354	0.056397645	0.009161412	-0.014238173	0.006548561	-0.035434391	0.021593868	-0.005227042	0.011760559	0.000728276	-0.007222048	-0.016580975	0.018413103	0.012005311	-0.005548685	0.00673587	0.006321277
LO7	0.249159532	0.794866128	-0.110831044	0.009349432	-0.068910299	0.0748603	-0.129456009	-0.321478952	-0.225036619	0.043018743	0.046795717	0.046398399	-0.073900182	0.085013071	0.049014032	0.049009149	-0.052575582	0.012278916	-0.046036454	0.215936389	-0.033621836	0.03867405	-0.085670562	0.022712896	0.050411193	0.033594325	-0.040820983	0.102157263	0.005992696	0.001252282	-0.015841042	-0.027340056	-0.008697057	-0.05690907	-0.003925108	-0.035080786	-0.01137386	0.038835963	0.032738687	-0.035760945	0.001848118	0.010201826	-0.001207424	-0.037683273	-0.003646115	0.002426284	-0.004320334	-0.006904971	-0.00945253	-0.00644483	-0.003736186	0.018813709	0.001077263	0.010905037	-0.004284918	-0.006299922	-0.002709777	-0.01363757	-0.005286191	0.012066083	0.001332576
RM1	-0.022391136	0.686976448	0.329198446	-0.469559012	-0.153187272	0.062456285	0.090752662	0.133473106	0.107273611	-0.05132943	-0.024807968	0.11739769	0.07001199	0.084006461	-0.149919591	-0.054140761	-0.021766453	-0.044226995	0.007312522	0.007193792	-0.057327818	0.04520043	0.075703383	-0.030364827	-0.023529019	-0.035457862	-0.012698105	-0.008192084	-0.045595344	-0.16483836	0.025012953	0.006719195	-0.020133964	-0.014203091	-0.021959072	0.083278234	-0.009617062	-0.065848729	0.009484009	0.057615597	0.003584498	0.033339161	0.05634031	-0.05900782	0.009380496	-0.017799448	-0.045387324	0.022917326	-7.96E-05	-0.022473273	-0.019490534	0.019179219	0.017308084	-0.023012817	-0.03618742	-0.002259625	0.045213689	0.023017985	0.016646816	0.003225248	-0.005540825
RM2	-0.012787741	0.512416354	0.322635208	0.092604995	-0.115501731	0.520140956	0.029026686	0.239407015	0.2471028	-0.016635509	-0.1069267	0.015705621	0.113329899	0.045095566	0.126817569	0.094612268	-0.00231787	-0.059051985	0.073835089	-0.026962417	-0.253885832	-0.025562695	-0.056854475	-0.04165883	0.049471027	0.114203723	0.083241313	-0.108449019	0.036756039	-0.043559505	0.069783823	0.048687269	-0.077872465	0.083708103	0.062039951	-0.093365219	-0.055533178	0.052305932	-0.023471488	-0.030604485	-0.007286417	-0.053029157	-0.010356407	-0.024449995	0.035608117	-0.023019456	-0.020290691	0.073404188	0.000575414	-0.004933954	0.006850049	-0.019085134	-0.008121657	-0.006556227	0.010948564	-0.01381362	-0.006424038	-0.001579829	-0.008327216	-0.009409746	0.007612227
RM3	-0.52064882	-0.058561692	-0.308426436	-0.031704873	-0.660137692	-0.093326022	-0.047099982	-0.021366886	0.086755983	0.098352732	-0.069651919	-0.125882596	-0.040369741	0.06066153	0.070721315	-0.122674117	0.051106994	-0.080844455	0.081993747	-0.075136168	-0.062581215	-0.052575047	0.007350798	-0.005664054	-0.052445335	0.151249581	-0.038043723	-0.050539028	-0.034615771	0.125104455	-0.013266256	0.085798501	-0.030016569	0.024246363	-0.04613849	0.006895639	-0.008914319	0.001308534	-0.048016778	-0.034291388	-0.079478618	0.04641652	0.069889843	-0.072925573	-0.01028999	0.007440874	-0.047920879	-0.071182735	-0.037962935	-0.030041233	-0.002489513	-0.003451307	-0.020302103	-0.001434204	0.008636935	-0.010465697	-0.005098497	-0.005172802	-0.006009923	0.005861365	-0.01175993
RM4	-0.23271796	-0.636336	-0.291057241	0.546215923	0.017589371	-0.093907113	-0.07467026	-0.155633576	-0.020933046	-0.007532884	-0.045368859	0.027593863	-0.00941545	-0.100175898	0.154327936	-0.086980334	-0.011177413	-0.031752387	-0.01848885	-0.092922977	0.097668201	-0.052131768	-0.004769752	0.131825871	0.057371403	-0.043559116	-0.049105984	-0.011159597	0.014676556	-0.027342926	-0.034867876	-0.010050966	0.053410904	0.018223671	-0.012448935	-0.048481054	-0.005411668	-0.023482204	0.05240608	-0.009193898	-0.000808955	0.055590643	-0.006996127	-0.042170643	0.03044616	0.042554684	0.003456149	0.023788997	-0.026784645	0.009354429	-0.012653628	-0.00917041	-0.003825554	-0.007065949	-0.016761852	-0.058862782	0.03890523	0.002950641	-0.008837761	-0.007211066	0.022924982
RM5	-0.328068761	-0.026485034	-0.348853036	-0.121757526	-0.30152189	0.228129543	0.116219979	-0.013390477	0.229310293	-0.049965853	-0.021546387	0.234847923	0.021480226	-0.29352374	-0.049018852	0.1068483	-0.331340417	0.081116635	-0.347460112	0.055189561	0.22596809	-0.137755029	0.045694136	-0.078000316	0.070754198	-0.128460541	-0.119921294	-0.08472645	-0.009343702	-0.024440175	0.066989122	0.029011799	0.024215314	-0.015686778	0.055938701	-0.019588202	-0.083892656	-0.015666087	-0.047390545	-0.05163885	0.006901011	-0.008049701	-0.003255004	-0.035111647	0.022761561	-0.022129712	-0.004929232	-0.013986595	0.003865802	-0.010212363	0.015089074	0.012644445	-0.008395103	0.010157394	0.002731109	0.005222644	-0.005531771	0.001403431	-0.005589541	0.004606996	-0.003711337
MD1	-0.346139896	0.274637655	0.538154484	0.057726335	0.42621666	0.095923458	-0.179070633	0.188180691	-0.154295765	-0.187997824	-0.146506997	-0.000784351	0.049059401	-0.069685793	0.021041944	-0.100696477	-0.121126332	-0.090582896	-0.020637776	-0.180930088	0.117446343	-0.147324445	0.087203384	0.027995386	0.021590337	0.033203647	0.105148755	-0.020921038	-0.066236831	0.011788027	-0.050894376	-0.028952139	-0.046445158	-0.062884416	-0.032301193	-0.009748157	0.023456562	-0.045499885	0.037620656	-0.012934206	0.060546169	-0.06177332	0.026392808	-0.031582126	-0.030826109	-0.035413857	-0.043874847	-0.025314804	-0.071037644	0.035838806	0.023310174	0.017768023	0.014963897	0.014957806	-0.012589908	0.011194667	-0.011635528	-0.02247912	-0.004732569	-0.008002738	0.007120294
MD2	0.195342831	0.451050756	-0.193352464	0.209506427	0.122131492	0.120041898	-0.106275925	0.504502482	0.093878536	0.324594657	0.194020976	0.120468518	-0.075045729	0.063370166	0.017883018	-0.019775349	0.153045271	0.239727932	0.032763322	0.035661935	-0.034831308	0.13449639	0.107793534	-0.108905085	-0.146461174	-0.102396495	-0.063761906	0.045710165	0.057246941	0.024555541	-0.033392476	-0.05451639	0.033243255	0.013492467	-0.019792289	-0.077856738	0.008394417	-0.080495552	-0.007381715	-0.072331369	-0.027088069	-0.034719427	0.077486066	0.001482799	-0.004558132	-0.030449354	0.039067092	-0.008574643	-0.024116627	0.003550575	0.036989407	-0.00340109	-0.007976451	0.019677394	-0.019942317	-0.011773686	0.001232614	0.011160088	-0.003103601	0.002324649	0.005897715
MD3	0.51196145	-0.393211038	-0.50784401	0.058539054	-0.169895494	-0.018554046	0.196514026	0.017770746	0.004292702	0.269797757	-0.032052777	-0.029720079	-0.095596505	0.07966533	-0.086222158	-0.074450529	0.066604814	0.099234713	0.154715403	-0.003325653	0.104370337	0.093123489	0.023152111	-0.078875609	-0.01958065	-0.123642401	0.104687448	0.057828157	-0.000708712	0.005719786	0.163736441	0.032945892	0.02143503	0.05289062	-0.016237843	-0.031603548	-0.072877233	0.025984879	-0.01531603	0.029067143	0.081614795	0.016266029	0.013432487	-0.012712864	-0.014636499	0.013036506	-0.048256347	0.021471432	-0.030446063	-0.006427205	-0.003079421	0.048116928	-0.017061931	-0.030833916	-0.004404057	0.010489464	-0.006149818	-0.036078463	0.005799783	-0.008164055	0.006127215
MD4	-0.358027901	0.207952452	-0.713886986	0.050820612	0.116122331	0.121956941	-0.123544655	0.070998304	0.108478989	0.045307662	-0.083433448	0.221302807	-0.044439655	0.053484301	-0.04110408	0.24914048	-0.101731354	-0.11585139	0.023568544	0.064891178	-0.018428041	0.033513101	-0.030028506	-0.038255417	-0.161170274	-0.054500156	0.062741351	-0.023078121	0.050217765	-0.018208478	0.034859176	-0.147926934	-0.04068042	-0.035950392	0.039618845	0.109878762	0.091787112	0.059658226	-0.02944954	0.023889001	0.009784306	0.018839518	-0.004497302	-0.007827158	0.023305402	0.009504976	-0.008548941	-0.015091504	-0.037281101	-0.016821039	0.014749497	-0.038469166	0.024338384	-0.03601289	0.003584563	-0.012229997	-0.00855942	-0.015551964	-0.014007429	0.011668228	0.008422244
MD5	-0.109472707	0.235878572	-0.53067181	0.336312449	0.204578056	0.079819404	0.130575802	-0.072076164	0.238593105	0.025801864	-0.296973469	-0.213774303	-0.089505759	-0.050595004	-0.322800507	-0.007111472	-0.049275394	0.00960707	-0.110644101	0.143240316	0.057750154	0.234958705	-0.04699091	-0.035014364	0.044308792	0.09080237	0.07173668	-0.102117914	-0.095824339	0.021190779	-0.007388868	0.040078287	0.040115649	-0.006690447	-0.067691007	0.031412473	0.013286855	0.023236039	0.026669154	0.019303076	0.000630918	-0.090309268	0.052348894	0.006923049	0.039763496	0.036005496	0.024956948	0.002543861	-0.024081958	-0.008779872	-0.017602213	0.000478001	0.011638652	0.034707998	0.015192427	-0.011999474	0.009988438	0.005765593	0.011564487	-0.012165439	0.001309293
MD6	-0.553402354	-0.145868375	-0.336352188	-0.154881347	-0.651845301	-0.056122219	-0.028360307	-0.017902907	0.076033386	0.066271507	-0.008083584	0.075243144	-0.063557328	0.006109714	-0.055102712	0.128056024	0.00057594	-0.006251395	0.049244263	-0.057350507	-0.030677333	0.023346756	-0.041381507	0.013565772	0.062196235	0.04632357	0.071633884	0.118611055	0.009473677	-0.052380839	-0.025012736	0.029483764	0.008836847	-0.046991711	-0.003419206	-0.057388772	0.041046554	-0.084557556	0.020597519	-0.007754203	-0.007853079	-0.014172835	-0.071160805	-0.029726543	0.056363678	0.007765059	0.01448303	0.012177885	0.015048695	0.011410466	0.021024298	-0.014113555	0.009493566	0.006551585	-0.040836653	0.005572812	-0.012220812	-0.012603216	0.023993499	-0.004500839	-0.003585113
MD7	-0.091164721	0.095064035	-0.072990054	-0.127765718	0.087706929	-0.25774428	0.315704307	-0.003274371	0.191830114	-0.382310482	0.59799242	-0.16121826	0.324191352	0.055714945	-0.025180625	-0.042546298	0.118303301	-0.068956843	0.057094491	0.135569636	-0.003409423	0.034717415	-0.038200754	-0.043040982	0.068379627	-0.112213971	0.036504333	-0.079117123	0.086871435	0.07908169	-0.045281891	0.009462499	-0.002425301	-0.045941668	0.051007806	0.098611786	-0.04571555	0.012655634	0.015414008	-0.010436636	-0.028692269	-0.001371178	0.026517065	-0.038565869	0.023602758	0.020686187	0.006513381	0.021852202	-0.010795407	0.031099771	0.007522474	0.024178103	-0.00927796	0.016086616	-0.012180264	-0.009725739	-0.016233501	-0.01262712	-0.000276822	0.000182782	0.003773434
MD8	0.248690299	0.791201019	-0.114483764	0.011963899	-0.069324699	0.077705508	-0.131563791	-0.320160966	-0.223488794	0.046423973	0.050507338	0.044370254	-0.071341401	0.086461276	0.050249298	0.044751174	-0.057661371	0.010366308	-0.046733599	0.214417622	-0.039595908	0.041561315	-0.090085134	0.025724852	0.047840504	0.029561961	-0.04239162	0.096718523	0.010566052	0.002065551	-0.021339885	-0.027110056	-0.011340652	-0.06559004	-0.000283507	-0.044995893	-0.015407355	0.043120355	0.035685248	-0.034026905	0.008307497	0.004822786	-0.007933352	-0.039519421	-0.01746817	0.00697054	-0.001415653	-0.003276178	-0.010157332	-0.016729899	-0.018728383	0.026476149	0.007221649	0.001352369	-0.010256112	0.008165612	0.006616061	0.001015272	-0.019882314	-0.026464273	-0.008732286
CP1	0.731690347	0.070882426	0.103861604	-0.298652645	0.111976692	-0.17675035	-0.319817782	-0.025349881	0.293394901	-0.001668261	-0.170880313	-0.048565894	-0.148947855	-0.044227345	0.029836692	-0.066232257	-0.033306441	0.064715889	0.085604592	-0.031618918	0.098592883	-0.018444331	0.050812418	-0.041361687	0.00545738	-0.007288255	-0.077991211	-0.01583876	0.016892155	-0.033162058	-0.047525848	-0.003266344	0.064459359	-0.00789058	-0.053221354	0.093885621	0.004068401	-0.001402547	-0.04132888	-0.028388209	-0.004265344	0.000816394	0.000482351	0.031820488	0.01059837	0.031029166	-0.040497684	0.007723169	0.045302819	-0.031107908	0.012199627	-0.018819268	-0.020628333	0.003964525	-0.013765906	0.007763437	-0.027901806	0.003517139	-0.014678131	-0.026010263	0.00486552
CP2	-0.493716673	0.139839595	0.118746072	0.223030867	-0.209996515	0.276132122	0.179632843	0.211937961	-0.362862364	0.047909553	0.135245038	0.183288445	-0.065107244	-0.266343544	-0.023585356	0.154328774	0.169814712	-0.136159018	0.013224668	0.121334226	-0.113142544	0.004140091	0.055014202	0.184448808	-0.07287727	-0.148844357	0.039071399	0.03255422	-0.078537696	-0.071160611	-0.107914692	0.107601683	0.044137071	0.032784391	0.010339738	0.026473139	-0.005350932	-0.038682944	-0.032502665	0.029819525	-0.002846052	0.002256013	0.014194471	0.016356851	0.008705844	0.003193864	-0.021729586	-0.01772137	0.007991843	-0.032286808	-0.024716286	0.022641234	0.007815899	0.011646596	0.034990913	-0.000402437	-0.024249313	0.000517626	-0.007013555	-0.01216618	0.013798561
CP3	-0.509057311	0.043628781	-0.425561992	0.09343687	-0.157567488	0.20369332	0.245106932	-0.030440403	-0.151948449	-0.065943919	0.193740512	-0.202379291	0.113460425	0.382036459	-0.199072237	0.080425816	-0.032760101	0.099964649	-0.200579176	-0.057495726	-0.001425369	-0.080520822	0.058342532	-5.43E-05	0.075795091	0.081478551	0.032187818	0.048999242	-0.01984959	-0.066448909	-0.020771161	-0.071911445	0.012783121	0.069566811	-0.038918204	0.004330901	-0.026168341	0.014320446	0.000871722	-0.028421305	-0.034031061	-0.004531207	-0.02690787	0.070887011	-0.021098279	-0.017844849	-0.01834042	-0.023380621	-0.023639886	-0.013168929	-0.013077463	-0.001386297	-0.033324647	-0.006578997	0.000297126	0.026431063	0.007891919	0.01117807	0.00466051	0.007221696	0.021276526
BF1	-0.278545186	0.027247161	0.181360565	-0.545616014	0.299999464	-0.217997836	0.084400783	0.043209289	-0.143588418	0.376207389	-0.242813706	-0.098706182	0.163750468	-0.04744963	-0.016272466	-0.131858341	0.089068289	-0.008326201	-0.220191533	0.123436753	0.114773127	0.115273274	-0.084230403	0.118395383	-0.030394126	-0.115028636	-0.026846219	-0.05135181	0.03049128	0.035747963	-0.0088777	-0.016269176	-0.103494166	0.03020792	0.041969531	-0.064356234	0.016947444	0.02546371	-0.032509922	-0.028762252	-0.006521887	0.023487441	0.023664915	-0.017523049	-0.052361691	0.001066997	-0.014068216	0.014453167	0.016889576	0.025128769	-0.024652515	-0.024367653	0.01038697	-0.011605502	0.014961804	-0.001701006	0.000263951	0.000347217	0.016957746	0.003371976	0.002867891
BF2	-0.626520883	-0.060698942	-0.157414521	-0.353758796	-0.386899917	-0.201030313	-0.037492781	0.014117308	-0.033335395	0.303759389	-0.184512259	-0.14415439	0.044338409	0.036344722	0.036185387	-0.145782777	0.160541061	-0.098827366	-0.053471742	0.028824994	0.00847436	0.086536452	-0.069248092	0.089929671	-0.025140784	-0.015049846	-0.008519192	0.018013226	-0.022427866	-0.004457495	0.002307196	-0.0098449	-0.008818004	-0.036705224	0.056391218	0.051222339	-0.017016154	-0.00857448	-0.05035921	0.037167827	-0.028032157	-0.074430146	-0.056743366	-0.034530373	0.011600562	-0.006418041	0.025404004	-0.012255278	0.007551225	0.016965338	0.048469162	0.00655186	-0.001968916	0.013193034	-0.014599412	0.017424972	0.006322913	-0.008754892	-0.002957403	-0.00903471	0.011674129
BF3	0.613870002	0.050717495	0.111291148	0.175516329	0.067270435	0.536750336	0.135386704	-0.22641593	0.069406932	0.007550364	-0.106478693	0.055304545	0.057368815	0.06542219	0.044987178	0.338923135	0.049305621	0.073397004	0.039717199	-0.029411266	0.055177467	-0.042343562	-0.007673974	-0.034225431	0.092553095	0.007917168	0.00946109	-0.064663929	0.017690683	0.086387192	-0.037160163	0.019321362	-0.035658658	-0.080347234	-0.011885582	-0.028754052	-0.024984071	-0.037565583	-0.039289111	0.03903757	-0.069653256	0.071561002	0.050827574	0.002663836	-0.018735503	0.019281124	0.015871426	-0.033784266	0.014933283	0.018228247	0.019836272	-0.007027113	0.036543526	-0.015412887	-0.002070768	0.015438336	0.002534404	-0.011997401	0.027786516	-0.017022459	0.014786158
